"('mid',)","('pid',)"
tt0329767,nm0421314
tt0329774,nm0929186
tt0329774,nm1334526
tt0329794,nm0344761
tt0329794,nm1156790
tt0330069,nm0257821
tt0330069,nm0289344
tt0330069,nm1249256
tt0330069,nm1247387
tt0330082,nm0004072
tt0330099,nm0001252
tt0330111,nm1268479
tt0330111,nm1267847
tt0330111,nm0211072
tt0330136,nm1214281
tt0330136,nm1239185
tt0330217,nm0101555
tt0330217,nm1306273
tt0330217,nm0787022
tt0330229,nm0001429
tt0330243,nm0467666
tt0330373,nm0460141
tt0330373,nm0746830
tt0330501,nm1234345
tt0330536,nm1024346
tt0330536,nm0619069
tt0330536,nm0945257
tt0330602,nm1241330
tt0330602,nm0309996
tt0330691,nm0000783
tt0330691,nm0274853
tt0330691,nm1686905
tt0330691,nm0774543
tt0330702,nm0232746
tt0330702,nm0144812
tt0330793,nm0378144
tt0330793,nm0289833
tt0330802,nm0638719
tt0330802,nm0683165
tt0330843,nm0711745
tt0330843,nm0347899
tt0330904,nm0875354
tt0330911,nm1310308
tt0330911,nm0439640
tt0330911,nm0839231
tt0330977,nm0151546
tt0330977,nm1233327
tt0330994,nm3210683
tt0330994,nm0536440
tt0330994,nm0856524
tt0331080,nm0001348
tt0331175,nm0055307
tt0331216,nm2236210
tt0331216,nm0451168
tt0331216,nm1182352
tt0331282,nm0538755
tt0331282,nm0954099
tt0331338,nm0423428
tt0331370,nm0831526
tt0331370,nm0714261
tt0331370,nm0208508
tt0331468,nm0420135
tt0331632,nm0360253
tt0331632,nm0053484
tt0331632,nm0348181
tt0331639,nm0885537
tt0331639,nm1520918
tt0331701,nm1241335
tt0331701,nm0881919
tt0331811,nm1009775
tt0331834,nm1245945
tt0331834,nm0457565
tt0331834,nm0945369
tt0331834,nm1245013
tt0331851,nm0015287
tt0331851,nm0409790
tt0331933,nm0572352
tt0331933,nm1245146
tt0331933,nm0709070
tt0331933,nm0832043
tt0331952,nm0115764
tt0331952,nm1244808
tt0331953,nm0151540
tt0331953,nm0373571
tt0331953,nm0501399
tt0331953,nm0815418
tt0331953,nm0831479
tt0332047,nm0304665
tt0332047,nm0541632
tt0332047,nm0394984
tt0332136,nm0920530
tt0332280,nm0505230
tt0332280,nm0764982
tt0332280,nm0817023
tt0332281,nm0464180
tt0332285,nm1158270
tt0332318,nm1019940
tt0332318,nm0840939
tt0332375,nm0200380
tt0332375,nm1247295
tt0332379,nm0925234
tt0332381,nm0466349
tt0332381,nm1245933
tt0332452,nm0392955
tt0332452,nm1125275
tt0332605,nm0464846
tt0332639,nm0155280
tt0332639,nm1249411
tt0332658,nm1248824
tt0332712,nm0341176
tt0332712,nm1248013
tt0332712,nm0325166
tt0332712,nm0905858
tt0332831,nm0155531
tt0332831,nm0270502
tt0332831,nm0508525
tt0333074,nm0479886
tt0333388,nm0184202
tt0333701,nm0229301
tt0333764,nm0947140
tt0333766,nm0103785
tt0333780,nm0113005
tt0333780,nm0013996
tt0333780,nm0236881
tt0333780,nm1009988
tt0334725,nm0607422
tt0334754,nm1250701
tt0335013,nm0000117
tt0335013,nm0193009
tt0335119,nm1256768
tt0335119,nm0381757
tt0335121,nm0093560
tt0335245,nm0001054
tt0335245,nm0001053
tt0335245,nm0741740
tt0335266,nm0001068
tt0335345,nm0280179
tt0335345,nm0000154
tt0335351,nm0092444
tt0335351,nm0155009
tt0335351,nm0002218
tt0335438,nm0088479
tt0335438,nm1192866
tt0335438,nm1016088
tt0335438,nm0680846
tt0335438,nm0035905
tt0335559,nm0505741
tt0335563,nm0185063
tt0335563,nm0561359
tt0335563,nm1258394
tt0335563,nm1258453
tt0336264,nm0078465
tt0336264,nm0719911
tt0336264,nm0092006
tt0336264,nm1656263
tt0336264,nm1656258
tt0336264,nm1656311
tt0336678,nm0126500
tt0336678,nm1030706
tt0336910,nm1045888
tt0337103,nm0000108
tt0337103,nm0335096
tt0337563,nm0326092
tt0337563,nm0951135
tt0337573,nm0023355
tt0337578,nm1338353
tt0337578,nm1338448
tt0337578,nm0159148
tt0337578,nm1338988
tt0337578,nm0492854
tt0337578,nm0495259
tt0337578,nm0495270
tt0337578,nm1221396
tt0337579,nm1119609
tt0337579,nm0114197
tt0337585,nm1266372
tt0337592,nm0842464
tt0337592,nm0004752
tt0337611,nm0713615
tt0337631,nm1282326
tt0337656,nm0689501
tt0337674,nm0159318
tt0337674,nm0018133
tt0337689,nm0661345
tt0337689,nm0110292
tt0337689,nm0209906
tt0337689,nm0551431
tt0337689,nm1305762
tt0337689,nm0181786
tt0337692,nm0449616
tt0337692,nm1433580
tt0337697,nm0024909
tt0337697,nm0297545
tt0337697,nm0024856
tt0337697,nm0066764
tt0337711,nm0100326
tt0337711,nm0684919
tt0337711,nm0716366
tt0337711,nm0338569
tt0337711,nm0899567
tt0337711,nm0458312
tt0337711,nm0190780
tt0337711,nm0314480
tt0337711,nm0161285
tt0337711,nm0672554
tt0337711,nm1134390
tt0337711,nm0839966
tt0337711,nm0636453
tt0337711,nm0466528
tt0337721,nm0001747
tt0337721,nm0610246
tt0337741,nm0583600
tt0337744,nm0783365
tt0337876,nm0140643
tt0337876,nm0995906
tt0337876,nm0322242
tt0337879,nm0278759
tt0337881,nm0073113
tt0337881,nm1270390
tt0337909,nm1130708
tt0337909,nm0278759
tt0337910,nm1396577
tt0337917,nm1064048
tt0337917,nm0943308
tt0337917,nm0517179
tt0337917,nm0104973
tt0337917,nm0351929
tt0337921,nm0169540
tt0337921,nm0604555
tt0337930,nm0758375
tt0337945,nm0257159
tt0337945,nm0917846
tt0337945,nm0299603
tt0337960,nm0051156
tt0337960,nm0117171
tt0337960,nm1072412
tt0337961,nm0888418
tt0337971,nm0063357
tt0337971,nm0665548
tt0337978,nm1985343
tt0337978,nm0861636
tt0337978,nm0093560
tt0337978,nm0545861
tt0338013,nm0442109
tt0338013,nm0327273
tt0338013,nm1410028
tt0338075,nm1268290
tt0338075,nm0128452
tt0338077,nm0758518
tt0338094,nm1183854
tt0338095,nm0014960
tt0338095,nm0505183
tt0338096,nm1568308
tt0338096,nm0755969
tt0338096,nm0945026
tt0338096,nm0002982
tt0338097,nm0241090
tt0338133,nm1269479
tt0338133,nm0932133
tt0338133,nm0614646
tt0338135,nm0000780
tt0338188,nm1268336
tt0338188,nm0442190
tt0338216,nm0744839
tt0338216,nm0000436
tt0338309,nm0347188
tt0338309,nm1076710
tt0338309,nm0405632
tt0338309,nm0960161
tt0338325,nm0808211
tt0338337,nm0001140
tt0338337,nm1212988
tt0338348,nm0885575
tt0338348,nm0000709
tt0338348,nm0115310
tt0338427,nm0000188
tt0338459,nm0001675
tt0338466,nm0921853
tt0338466,nm0947395
tt0338466,nm0268380
tt0338466,nm0125803
tt0338467,nm1270504
tt0338477,nm0201713
tt0338477,nm0080327
tt0338477,nm0802143
tt0338477,nm3168813
tt0338490,nm0474398
tt0338512,nm0323708
tt0338512,nm0000269
tt0338512,nm0271501
tt0338526,nm0814085
tt0338564,nm0538320
tt0338564,nm0159039
tt0338706,nm0208854
tt0338751,nm0517589
tt0338763,nm0297934
tt0338763,nm1568321
tt0338763,nm0847295
tt0338828,nm0057842
tt0338828,nm0580101
tt0338828,nm1272853
tt0338949,nm0503287
tt0338949,nm0970382
tt0338977,nm0444244
tt0338977,nm0480308
tt0339034,nm0298279
tt0339071,nm0206556
tt0339072,nm0924347
tt0339079,nm0156828
tt0339091,nm0478713
tt0339135,nm0899328
tt0339135,nm0991253
tt0339135,nm0023260
tt0339147,nm0593243
tt0339147,nm0061829
tt0339230,nm0267244
tt0339230,nm0405632
tt0339230,nm0423872
tt0339252,nm0885537
tt0339252,nm0882596
tt0339252,nm0766463
tt0339291,nm0330565
tt0339291,nm1274516
tt0339300,nm0092063
tt0339300,nm0388608
tt0339334,nm0200484
tt0339334,nm1743465
tt0339334,nm1743466
tt0339334,nm1475075
tt0339334,nm1362426
tt0339334,nm2193325
tt0339357,nm0094726
tt0339357,nm10535179
tt0339357,nm0729626
tt0339385,nm1065452
tt0339412,nm0150749
tt0339412,nm1044491
tt0339412,nm0332393
tt0339419,nm0121800
tt0339450,nm1272196
tt0339450,nm0639297
tt0339450,nm1273189
tt0339489,nm0208340
tt0339489,nm0563760
tt0339489,nm0301788
tt0339489,nm1177703
tt0339525,nm0099828
tt0339525,nm1271536
tt0339525,nm1273329
tt0339535,nm0468169
tt0339579,nm1618246
tt0339579,nm0945724
tt0339642,nm0111520
tt0339707,nm0909532
tt0339707,nm1272603
tt0339707,nm0303466
tt0339727,nm0030612
tt0339736,nm1274189
tt0339806,nm0074311
tt0339824,nm1417409
tt0339824,nm1740242
tt0339827,nm0002042
tt0339827,nm0862932
tt0339840,nm1294961
tt0339840,nm1294962
tt0340012,nm0560857
tt0340012,nm0367838
tt0340086,nm0544528
tt0340110,nm0271765
tt0340110,nm1333234
tt0340137,nm0758431
tt0340137,nm0078811
tt0340163,nm0186101
tt0340163,nm0724514
tt0340285,nm1287327
tt0340285,nm0067189
tt0340376,nm0367838
tt0340376,nm0600972
tt0340377,nm0565336
tt0340468,nm1130251
tt0340468,nm0655683
tt0340855,nm0420941
tt0341266,nm1342923
tt0341266,nm1343477
tt0341376,nm1280648
tt0341384,nm1104118
tt0341455,nm1063072
tt0341455,nm0080235
tt0341495,nm0939147
tt0341555,nm1082740
tt0341578,nm0855350
tt0341578,nm0643124
tt0342012,nm0880928
tt0342167,nm0333804
tt0342213,nm0000231
tt0342258,nm0000108
tt0342272,nm0001885
tt0342300,nm1285607
tt0342300,nm1282569
tt0342492,nm0421314
tt0342508,nm1285203
tt0342508,nm0533233
tt0342508,nm1948378
tt0342520,nm0503386
tt0342636,nm0019247
tt0342636,nm0349052
tt0342636,nm0408498
tt0342636,nm0518101
tt0342636,nm0527631
tt0342636,nm0722209
tt0342636,nm0778013
tt0342689,nm1402977
tt0342689,nm0899464
tt0342689,nm1283585
tt0342689,nm0405574
tt0342735,nm0001885
tt0342771,nm0511152
tt0342771,nm0511151
tt0342778,nm1283651
tt0342835,nm1084723
tt0342882,nm0664877
tt0342882,nm0703028
tt0342882,nm0703029
tt0343095,nm0038609
tt0343135,nm0357453
tt0343172,nm0067999
tt0343221,nm0007399
tt0343221,nm1283267
tt0343221,nm0439640
tt0343221,nm0878408
tt0343221,nm0897259
tt0343426,nm1290937
tt0343426,nm1096212
tt0343426,nm0491230
tt0343426,nm1288611
tt0343426,nm1295147
tt0343426,nm0154385
tt0343449,nm0463325
tt0343449,nm1351640
tt0343660,nm1286500
tt0343663,nm0939182
tt0343663,nm0001752
tt0343663,nm0000774
tt0343663,nm0346096
tt0343737,nm0744839
tt0343818,nm0899113
tt0343818,nm0326040
tt0343818,nm0001920
tt0343996,nm0127788
tt0343996,nm1729423
tt0344273,nm0221611
tt0344273,nm0092006
tt0344510,nm0418469
tt0344510,nm0000466
tt0344510,nm0491011
tt0344604,nm0239586
tt0344604,nm0333818
tt0344604,nm0529642
tt0344604,nm0759270
tt0344604,nm0843483
tt0344777,nm0235948
tt0344777,nm0523083
tt0344777,nm0924684
tt0344854,nm1297771
tt0344854,nm0000108
tt0344854,nm0305372
tt0344854,nm1922214
tt0344854,nm2461314
tt0344854,nm2962942
tt0345032,nm0002167
tt0345032,nm0677758
tt0345032,nm0750048
tt0345032,nm0690667
tt0345061,nm0101639
tt0345074,nm0889522
tt0345177,nm0159543
tt0345177,nm0802377
tt0345185,nm0032720
tt0345185,nm0310747
tt0345228,nm0325858
tt0345235,nm0346667
tt0345235,nm0528969
tt0345235,nm0674802
tt0345235,nm0785164
tt0345549,nm0711579
tt0345549,nm1429771
tt0345551,nm0184947
tt0345561,nm0017623
tt0345561,nm0133579
tt0345561,nm0284958
tt0345561,nm0316034
tt0345561,nm0320495
tt0345561,nm0893111
tt0345853,nm0423804
tt0345853,nm0421314
tt0345950,nm0238757
tt0345950,nm0384722
tt0345950,nm0384864
tt0345950,nm0651692
tt0345950,nm0819711
tt0345950,nm1196684
tt0346094,nm0149196
tt0346094,nm4309095
tt0346156,nm0175775
tt0346336,nm0677758
tt0346336,nm0750048
tt0346457,nm2832163
tt0346457,nm0223585
tt0346457,nm0438499
tt0346491,nm0000231
tt0346491,nm0477370
tt0346491,nm0436164
tt0346507,nm0080327
tt0346507,nm0333033
tt0346507,nm0415833
tt0346507,nm0438029
tt0346631,nm0996086
tt0346723,nm0592583
tt0346723,nm0080327
tt0346723,nm2279768
tt0346723,nm2285788
tt0346723,nm0415514
tt0346800,nm0534665
tt0346811,nm0490370
tt0347016,nm0007344
tt0347016,nm0646299
tt0347048,nm0015359
tt0347105,nm0952429
tt0347149,nm0594503
tt0347149,nm1168510
tt0347167,nm1100075
tt0347246,nm0794385
tt0347246,nm0651900
tt0347246,nm0258268
tt0347246,nm0556856
tt0347278,nm1223910
tt0347278,nm1179457
tt0347278,nm1330994
tt0347304,nm1145539
tt0347304,nm0424103
tt0347330,nm0078704
tt0347330,nm0099398
tt0347332,nm1356270
tt0347332,nm0764316
tt0347369,nm0001737
tt0347369,nm0280901
tt0347369,nm0795084
tt0347416,nm0244892
tt0347416,nm0244898
tt0347449,nm0002728
tt0347449,nm0144909
tt0347449,nm1366813
tt0347457,nm0750275
tt0347473,nm0007134
tt0347473,nm1063072
tt0347473,nm1646552
tt0347591,nm0060761
tt0347591,nm0060760
tt0347618,nm0383707
tt0347618,nm1027089
tt0347618,nm1248357
tt0347618,nm1248358
tt0347779,nm1363374
tt0347779,nm1032084
tt0347791,nm0683609
tt0347791,nm0814473
tt0348121,nm0613444
tt0348121,nm0960028
tt0348150,nm1002424
tt0348150,nm0003529
tt0348150,nm0001741
tt0348150,nm0796950
tt0348150,nm0795975
tt0348333,nm1301035
tt0348505,nm0569862
tt0348505,nm0544999
tt0348505,nm1877239
tt0348529,nm0106924
tt0348568,nm1030706
tt0348591,nm2189955
tt0348591,nm2184889
tt0348593,nm0410288
tt0348593,nm0931095
tt0348656,nm1339147
tt0348656,nm1339233
tt0348656,nm0754184
tt0348836,nm0349406
tt0348843,nm0080315
tt0348843,nm1145539
tt0348853,nm0087646
tt0348853,nm0276466
tt0348853,nm0284774
tt0348853,nm0745930
tt0349047,nm0378660
tt0349047,nm0081305
tt0349047,nm0442622
tt0349113,nm1312635
tt0349169,nm0850044
tt0349205,nm0318326
tt0349205,nm0136950
tt0349205,nm0864471
tt0349205,nm0363958
tt0349205,nm0169505
tt0349205,nm0812513
tt0349225,nm0261181
tt0349260,nm1310451
tt0349260,nm0668754
tt0349333,nm1387177
tt0349333,nm1186435
tt0349333,nm1063072
tt0349416,nm0163375
tt0349467,nm0697115
tt0349683,nm0291905
tt0349691,nm0403251
tt0349691,nm0702522
tt0349703,nm1571874
tt0349703,nm1334468
tt0349703,nm1059103
tt0349703,nm1466155
tt0349703,nm1179457
tt0349710,nm0171474
tt0349825,nm1325865
tt0349878,nm0864605
tt0349878,nm0952067
tt0349889,nm1129343
tt0349903,nm1079776
tt0349903,nm0425138
tt0349903,nm0751207
tt0349995,nm3661945
tt0349995,nm0034130
tt0349995,nm1311168
tt0349995,nm0281445
tt0349995,nm1309739
tt0349995,nm0264967
tt0349995,nm0169856
tt0349995,nm0274754
tt0349995,nm2501373
tt0350028,nm0166767
tt0350028,nm1621084
tt0350028,nm0024856
tt0350028,nm0066764
tt0350193,nm0093081
tt0350193,nm0526000
tt0350194,nm0059718
tt0350194,nm0826137
tt0350194,nm0251482
tt0350232,nm0580669
tt0350258,nm0000431
tt0350258,nm1343803
tt0350261,nm0819533
tt0350261,nm1552063
tt0350774,nm0505075
tt0350774,nm1460337
tt0350774,nm0121605
tt0350804,nm0722882
tt0350804,nm0225935
tt0350804,nm0138676
tt0350804,nm0535670
tt0350804,nm0142453
tt0351078,nm0023597
tt0351078,nm0766643
tt0351078,nm1480069
tt0351078,nm0839268
tt0351078,nm0188844
tt0351238,nm0349654
tt0351238,nm0772691
tt0351283,nm0123666
tt0351283,nm1129905
tt0351283,nm0201509
tt0351283,nm0569891
tt0351299,nm1317258
tt0351299,nm10719658
tt0351459,nm0299134
tt0351459,nm0532409
tt0351459,nm0949540
tt0351461,nm0477597
tt0351770,nm0078865
tt0351770,nm0161717
tt0351770,nm0872707
tt0351795,nm0584770
tt0351795,nm0956022
tt0351817,nm1330441
tt0351817,nm0945282
tt0351817,nm0038335
tt0351887,nm1210422
tt0351887,nm0150916
tt0351977,nm0109858
tt0351977,nm0458318
tt0351977,nm0316888
tt0351977,nm0505522
tt0351977,nm0002718
tt0352230,nm0033005
tt0352230,nm0430286
tt0352230,nm0617737
tt0352248,nm0391132
tt0352248,nm0326040
tt0352277,nm0168379
tt0352314,nm1437189
tt0352314,nm0791084
tt0352314,nm1381758
tt0352332,nm0503215
tt0352343,nm0654858
tt0352343,nm0739744
tt0352465,nm1191231
tt0352520,nm1318194
tt0352520,nm1321655
tt0352520,nm1321656
tt0352531,nm0631799
tt0352994,nm0074257
tt0352994,nm0676358
tt0352994,nm0835271
tt0352994,nm0879799
tt0353014,nm4916501
tt0353014,nm1340910
tt0353014,nm1083610
tt0353014,nm1344929
tt0353014,nm0839331
tt0353014,nm1252760
tt0353014,nm1077728
tt0353014,nm1129097
tt0353014,nm1061418
tt0353161,nm1332934
tt0353161,nm1337900
tt0353261,nm0287482
tt0353261,nm0371051
tt0353324,nm1636638
tt0353324,nm0639335
tt0353324,nm0612812
tt0353324,nm0609184
tt0353324,nm0393517
tt0353357,nm0749011
tt0353489,nm0910550
tt0353489,nm1325872
tt0353496,nm0482309
tt0353496,nm0796504
tt0353671,nm0904406
tt0353725,nm0695196
tt0353935,nm0796504
tt0353935,nm0482309
tt0353962,nm0512007
tt0353962,nm0862073
tt0353969,nm0094435
tt0353969,nm1323286
tt0353969,nm1646563
tt0353975,nm0820208
tt0354148,nm0820208
tt0354216,nm1322535
tt0354243,nm1326372
tt0354243,nm0839008
tt0354243,nm1328521
tt0354356,nm0654830
tt0354356,nm0076814
tt0354538,nm1339147
tt0354538,nm4555421
tt0354538,nm2236210
tt0354538,nm1339233
tt0354538,nm1182352
tt0354575,nm1452387
tt0354575,nm1300606
tt0354575,nm0504654
tt0354575,nm0001885
tt0354595,nm1326238
tt0354595,nm0686233
tt0354668,nm2287741
tt0354766,nm0324786
tt0354766,nm1326240
tt0354836,nm0206797
tt0354836,nm1011749
tt0354836,nm0682612
tt0354899,nm0327273
tt0355029,nm0678857
tt0355169,nm1066396
tt0355295,nm0472567
tt0355611,nm1333210
tt0355702,nm0672769
tt0355715,nm1431644
tt0355742,nm0080278
tt0355742,nm1894520
tt0355743,nm0796504
tt0355743,nm0482309
tt0355857,nm1336257
tt0355954,nm0308376
tt0355954,nm0000175
tt0356150,nm0073688
tt0356150,nm0541635
tt0356150,nm0769840
tt0356154,nm0635415
tt0356159,nm0262049
tt0356176,nm1334123
tt0356176,nm1101339
tt0356336,nm0109730
tt0356336,nm0181924
tt0356336,nm0235502
tt0356336,nm0774420
tt0356336,nm0774421
tt0356443,nm0570082
tt0356443,nm0928642
tt0356470,nm1354901
tt0356487,nm0684127
tt0356487,nm0868623
tt0356614,nm0680889
tt0356618,nm0224187
tt0356634,nm0204825
tt0356634,nm0169505
tt0356634,nm0812513
tt0356680,nm0080120
tt0356721,nm0751102
tt0356721,nm1337885
tt0356764,nm0325374
tt0356910,nm1334526
tt0356922,nm0503693
tt0356922,nm0687913
tt0356982,nm0440604
tt0356999,nm0054199
tt0357054,nm1547730
tt0357054,nm0622288
tt0357058,nm0754465
tt0357058,nm0418588
tt0357110,nm0589182
tt0357111,nm0058713
tt0357111,nm0149260
tt0357111,nm0283997
tt0357111,nm0553237
tt0357111,nm0746162
tt0357277,nm0425756
tt0357277,nm0588340
tt0357277,nm0672015
tt0357277,nm0955974
tt0357277,nm1360299
tt0357282,nm0334552
tt0357282,nm1558468
tt0357283,nm1100902
tt0357283,nm0838526
tt0357413,nm0002071
tt0357413,nm0570912
tt0357470,nm0066464
tt0357507,nm0471392
tt0357507,nm1340000
tt0357507,nm0925482
tt0357585,nm0368602
tt0357585,nm0077686
tt0357668,nm0371462
tt0357668,nm0222563
tt0357668,nm0222566
tt0357668,nm0244756
tt0357829,nm1563114
tt0357894,nm0151113
tt0357894,nm0155598
tt0357905,nm1069826
tt0357959,nm0008792
tt0357959,nm0676577
tt0357991,nm1358927
tt0357991,nm0094625
tt0358082,nm0593856
tt0358082,nm0572151
tt0358082,nm1865755
tt0358082,nm0304665
tt0358082,nm0541632
tt0358082,nm0431622
tt0358082,nm0917188
tt0358135,nm0839397
tt0358135,nm0920108
tt0358273,nm0143599
tt0358273,nm0219456
tt0358273,nm0003506
tt0358273,nm1789517
tt0358294,nm0000219
tt0358294,nm1546172
tt0358294,nm1428007
tt0358345,nm0498270
tt0358349,nm1155510
tt0358349,nm0958969
tt0358349,nm0783346
tt0358349,nm0722610
tt0358456,nm0598671
tt0358500,nm1341944
tt0358569,nm0235770
tt0359013,nm0275286
tt0359013,nm0938379
tt0359013,nm0170160
tt0359045,nm0016234
tt0359045,nm0305850
tt0359078,nm0724724
tt0359078,nm0724880
tt0359078,nm2039102
tt0359078,nm0256960
tt0359078,nm0180504
tt0359078,nm0562201
tt0359078,nm0785938
tt0359203,nm0084247
tt0359203,nm0101461
tt0359254,nm0871086
tt0359423,nm1259728
tt0359517,nm5333675
tt0359517,nm0427993
tt0359692,nm0038271
tt0359692,nm0620064
tt0359715,nm0357326
tt0359715,nm0000233
tt0359950,nm0175726
tt0359950,nm0862122
tt0359984,nm0186964
tt0360009,nm0000519
tt0360016,nm0674362
tt0360016,nm0789171
tt0360032,nm1327888
tt0360032,nm0614195
tt0360032,nm0265314
tt0360130,nm1600857
tt0360130,nm1345430
tt0360130,nm0337773
tt0360139,nm0346938
tt0360139,nm1447604
tt0360201,nm0111845
tt0360201,nm0280814
tt0360201,nm0505662
tt0360323,nm0604263
tt0360323,nm0824481
tt0360486,nm1393443
tt0360486,nm1212017
tt0360486,nm0110778
tt0360486,nm0135141
tt0360556,nm0001969
tt0360556,nm1023919
tt0360556,nm0618881
tt0360674,nm1350622
tt0360674,nm0853873
tt0360717,nm0909638
tt0360717,nm0101991
tt0360717,nm0001392
tt0360717,nm0178260
tt0360717,nm0908624
tt0360845,nm0000419
tt0360916,nm0129644
tt0360960,nm0302780
tt0361037,nm1436693
tt0361037,nm0664085
tt0361037,nm0664084
tt0361037,nm1352172
tt0361089,nm1498344
tt0361089,nm0441750
tt0361089,nm1276664
tt0361089,nm0076791
tt0361127,nm1350319
tt0361127,nm0975026
tt0361309,nm0239653
tt0361309,nm0343419
tt0361399,nm0211823
tt0361399,nm0294481
tt0361411,nm0000807
tt0361411,nm0074488
tt0361411,nm0149446
tt0361467,nm1358381
tt0361467,nm0661275
tt0361500,nm1354188
tt0361500,nm1354882
tt0361500,nm1358368
tt0361500,nm1354216
tt0361500,nm1354185
tt0361500,nm1355835
tt0361596,nm0601619
tt0361620,nm0070566
tt0361620,nm0005278
tt0361620,nm1009988
tt0361668,nm0766499
tt0361670,nm0275044
tt0361693,nm0740400
tt0361696,nm1112597
tt0361696,nm1368026
tt0361715,nm1571936
tt0361715,nm1571937
tt0361715,nm0282378
tt0361715,nm0418321
tt0361715,nm1059505
tt0361748,nm0000233
tt0361805,nm0518454
tt0361805,nm0877123
tt0361818,nm0754184
tt0361841,nm0141812
tt0361841,nm0068183
tt0361862,nm0466925
tt0361925,nm0724514
tt0361925,nm0776114
tt0362004,nm0001754
tt0362084,nm1406441
tt0362084,nm1136191
tt0362084,nm0688489
tt0362084,nm0688490
tt0362084,nm0851759
tt0362107,nm0298279
tt0362107,nm0018661
tt0362120,nm0563301
tt0362120,nm0000720
tt0362120,nm0698493
tt0362120,nm0915465
tt0362120,nm0005541
tt0362120,nm0424688
tt0362120,nm0064556
tt0362120,nm0294997
tt0362120,nm0783536
tt0362129,nm0285379
tt0362129,nm0938645
tt0362165,nm1141749
tt0362225,nm0133899
tt0362225,nm1454192
tt0362225,nm1162222
tt0362227,nm0629272
tt0362227,nm0315065
tt0362227,nm0622288
tt0362246,nm0094274
tt0362246,nm1379917
tt0362269,nm0174374
tt0362270,nm0027572
tt0362270,nm0000876
tt0362387,nm1503355
tt0362387,nm1066739
tt0362417,nm1200517
tt0362417,nm0457565
tt0362417,nm1494403
tt0362478,nm0446819
tt0362478,nm0558577
tt0362506,nm0571964
tt0362511,nm1352459
tt0362511,nm1351254
tt0362526,nm0081433
tt0362526,nm0414423
tt0362526,nm0001752
tt0362548,nm1419442
tt0362590,nm0745861
tt0362590,nm0499343
tt0362696,nm0223606
tt0362771,nm1264481
tt0362771,nm1375524
tt0362771,nm1199935
tt0362942,nm1271628
tt0362942,nm0775358
tt0363060,nm0442905
tt0363095,nm0801055
tt0363143,nm1366310
tt0363163,nm0251536
tt0363163,nm0275264
tt0363163,nm0432622
tt0363163,nm0612199
tt0363226,nm0001429
tt0363226,nm0793753
tt0363235,nm0475905
tt0363249,nm0693072
tt0363276,nm0124834
tt0363276,nm0835075
tt0363282,nm1428524
tt0363282,nm0177836
tt0363282,nm0171651
tt0363290,nm0521601
tt0363292,nm0703253
tt0363303,nm0538532
tt0363303,nm0538533
tt0363409,nm1195250
tt0363409,nm0700880
tt0363409,nm1320327
tt0363472,nm0201710
tt0363473,nm0000228
tt0363473,nm0171474
tt0363504,nm0882867
tt0363532,nm0867374
tt0363532,nm0496312
tt0363547,nm0001681
tt0363547,nm0348181
tt0363567,nm0434318
tt0363567,nm0664084
tt0363567,nm0664085
tt0363579,nm0228420
tt0363579,nm0335138
tt0363579,nm1439576
tt0363579,nm1420860
tt0363579,nm0517853
tt0363579,nm0532828
tt0363579,nm2627256
tt0363589,nm0001814
tt0363768,nm0356042
tt0363771,nm0668754
tt0363771,nm0011470
tt0363771,nm1321655
tt0363771,nm1321656
tt0363771,nm0507000
tt0363780,nm0553796
tt0363780,nm0553855
tt0363852,nm0022858
tt0363852,nm1385733
tt0363988,nm0000175
tt0363988,nm0462895
tt0364045,nm1373865
tt0364045,nm0092578
tt0364093,nm0210701
tt0364120,nm0099683
tt0364120,nm0509852
tt0364301,nm1366458
tt0364301,nm0851522
tt0364303,nm1656257
tt0364303,nm0269806
tt0364303,nm0631539
tt0364303,nm1201120
tt0364343,nm0619715
tt0364376,nm0124834
tt0364376,nm0611344
tt0364385,nm1234345
tt0364447,nm1231890
tt0364447,nm0161229
tt0364457,nm0762561
tt0364517,nm1367933
tt0364556,nm1366442
tt0364569,nm1628380
tt0364569,nm2057405
tt0364569,nm0661791
tt0364569,nm1367409
tt0364569,nm1369364
tt0364571,nm0151546
tt0364616,nm0468778
tt0364616,nm1386982
tt0364621,nm1242455
tt0364621,nm1597736
tt0364647,nm2832163
tt0364647,nm0352032
tt0364725,nm1098493
tt0364745,nm1157811
tt0364751,nm0937748
tt0364751,nm0325214
tt0364751,nm0638218
tt0364751,nm0499343
tt0364751,nm0745861
tt0364955,nm0167280
tt0364961,nm1353930
tt0364961,nm0007158
tt0364970,nm1175275
tt0364970,nm0440913
tt0364970,nm0078704
tt0364970,nm1758001
tt0364986,nm1371524
tt0365020,nm0570995
tt0365089,nm0464123
tt0365109,nm11690916
tt0365109,nm0041003
tt0365125,nm0000691
tt0365183,nm1123381
tt0365183,nm0332952
tt0365190,nm0799442
tt0365190,nm0274262
tt0365190,nm0434806
tt0365190,nm0545382
tt0365265,nm0251569
tt0365265,nm1351157
tt0365289,nm0903796
tt0365289,nm0912334
tt0365296,nm0687739
tt0365376,nm0453518
tt0365478,nm0132257
tt0365478,nm0329049
tt0365478,nm0000600
tt0365480,nm0001728
tt0365480,nm0129085
tt0365485,nm0791672
tt0365513,nm0205157
tt0365514,nm1374680
tt0365514,nm0955270
tt0365514,nm0412809
tt0365545,nm0111845
