"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt0002130,movie,Dante's Inferno,L'Inferno,0,1911,,71
tt0002844,movie,Fantômas: In the Shadow of the Guillotine,Fantômas - À l'ombre de la guillotine,0,1913,,54
tt0003014,movie,Ingeborg Holm,Ingeborg Holm,0,1913,,96
tt0003037,movie,Fantomas: The Man in Black,Juve contre Fantômas,0,1913,,61
tt0003165,movie,Fantômas: The Dead Man Who Killed,Le mort qui tue,0,1913,,90
tt0003419,movie,The Student of Prague,Der Student von Prag,0,1913,,85
tt0003643,movie,The Avenging Conscience: or 'Thou Shalt Not Kill',The Avenging Conscience: or 'Thou Shalt Not Kill',0,1914,,78
tt0003740,movie,Cabiria,Cabiria,0,1914,,148
tt0003772,movie,Cinderella,Cinderella,0,1914,,52
tt0003930,movie,Fantomas: The Mysterious Finger Print,Fantômas contre Fantômas,0,1914,,59
tt0003952,movie,Fantômas: The False Magistrate,Le faux magistrat,0,1914,,70
tt0004026,movie,The Golem,Der Golem,0,1914,,60
tt0004181,movie,Judith of Bethulia,Judith of Bethulia,0,1914,,61
tt0004465,movie,The Perils of Pauline,The Perils of Pauline,0,1914,,199
tt0004707,movie,Tillie's Punctured Romance,Tillie's Punctured Romance,0,1914,,82
tt0004972,movie,The Birth of a Nation,The Birth of a Nation,0,1915,,195
tt0005078,movie,The Cheat,The Cheat,0,1915,,59
tt0005960,movie,The Regeneration,The Regeneration,0,1915,,72
tt0006206,movie,Les vampires,Les vampires,0,1915,,421
tt0006333,movie,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",0,1916,,105
tt0006864,movie,Intolerance,Intolerance: Love's Struggle Throughout the Ages,0,1916,,163
tt0008443,movie,The Poor Little Rich Girl,The Poor Little Rich Girl,0,1917,,65
tt0008663,movie,A Man There Was,Terje Vigen,0,1917,,65
tt0008879,movie,The Outlaw and His Wife,Berg-Ejvind och hans hustru,0,1918,,136
tt0009369,movie,Mickey,Mickey,0,1918,,93
tt0009652,movie,Stella Maris,Stella Maris,0,1918,,84
tt0009878,movie,Different from the Others,Anders als die Andern,0,1919,,50
tt0009892,movie,Auction of Souls,Ravished Armenia,0,1919,,80
tt0009893,movie,The Oyster Princess,Die Austernprinzessin,0,1919,,60
tt0009937,movie,Blind Husbands,Blind Husbands,0,1919,,102
tt0009968,movie,Broken Blossoms,Broken Blossoms or The Yellow Man and the Girl,0,1919,,90
tt0010040,movie,Daddy-Long-Legs,Daddy-Long-Legs,0,1919,,85
tt0010071,movie,Don't Change Your Husband,Don't Change Your Husband,0,1919,,71
tt0010247,movie,Sir Arne's Treasure,Herr Arnes pengar,0,1919,,122
tt0010281,movie,I Don't Want to Be a Man,Ich möchte kein Mann sein,0,1918,,45
tt0010307,movie,J'accuse!,J'accuse,0,1919,,166
tt0010323,movie,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,0,1920,,76
tt0010418,movie,Male and Female,Male and Female,0,1919,,116
tt0010600,movie,The Doll,Die Puppe,0,1919,,66
tt0010726,movie,The Spiders - Episode 1: The Golden Sea,"Die Spinnen, 1. Teil - Der Goldene See",0,1919,,81
tt0010806,movie,True Heart Susie,True Heart Susie,0,1919,,87
tt0011000,movie,Leaves From Satan's Book,Blade af Satans bog,0,1920,,167
tt0011130,movie,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1920,,69
tt0011221,movie,Genuine: The Tragedy of a Vampire,Genuine,0,1920,,88
tt0011237,movie,The Golem,"Der Golem, wie er in die Welt kam",0,1920,,76
tt0011387,movie,The Last of the Mohicans,The Last of the Mohicans,0,1920,,73
tt0011439,movie,The Mark of Zorro,The Mark of Zorro,0,1920,,79
tt0011565,movie,The Penalty,The Penalty,0,1920,,90
tt0011607,movie,The Parson's Widow,Prästänkan,0,1920,,94
tt0011652,movie,The Saphead,The Saphead,0,1920,,77
tt0011841,movie,Way Down East,Way Down East,0,1920,,145
tt0011865,movie,Why Change Your Wife?,Why Change Your Wife?,0,1920,,90
tt0011870,movie,Within Our Gates,Within Our Gates,0,1920,,79
tt0011904,movie,The Ace of Hearts,The Ace of Hearts,0,1921,,75
tt0011909,movie,The Affairs of Anatol,The Affairs of Anatol,0,1921,,117
tt0011960,movie,The Wildcat,Die Bergkatze,0,1921,,79
tt0012190,movie,The Four Horsemen of the Apocalypse,The Four Horsemen of the Apocalypse,0,1921,,150
tt0012349,movie,The Kid,The Kid,0,1921,,68
tt0012364,movie,The Phantom Carriage,Körkarlen,0,1921,,107
tt0012494,movie,Destiny,Der müde Tod,0,1921,,97
tt0012532,movie,Orphans of the Storm,Orphans of the Storm,0,1921,,150
tt0012642,movie,A Sailor-Made Man,A Sailor-Made Man,0,1921,,47
tt0012651,movie,The Haunted Castle,Schloß Vogelöd,0,1921,,75
tt0012675,movie,The Sheik,The Sheik,0,1921,,86
tt0012752,movie,The Three Musketeers,The Three Musketeers,0,1921,,119
tt0012763,movie,Tol'able David,Tol'able David,0,1921,,99
tt0012938,movie,Beyond the Rocks,Beyond the Rocks,0,1922,,80
tt0012952,movie,Blood and Sand,Blood and Sand,0,1922,,108
tt0013075,movie,Dr. Jack,Dr. Jack,0,1922,,60
tt0013086,movie,Dr. Mabuse the Gambler,"Dr. Mabuse, der Spieler",0,1922,,242
tt0013140,movie,Foolish Wives,Foolish Wives,0,1922,,117
tt0013201,movie,Grandma's Boy,Grandma's Boy,0,1922,,60
tt0013257,movie,Häxan,Häxan,0,1922,,91
tt0013427,movie,Nanook of the North,Nanook of the North,0,1922,,78
tt0013442,movie,Nosferatu,"Nosferatu, eine Symphonie des Grauens",0,1922,,94
tt0013496,movie,Phantom,Phantom,0,1922,,125
tt0013556,movie,Robin Hood,Robin Hood,0,1922,,143
tt0013750,movie,When Knighthood Was in Flower,When Knighthood Was in Flower,0,1922,,120
tt0013933,movie,The Faithful Heart,Coeur fidèle,0,1923,,87
tt0014029,movie,The Extra Girl,The Extra Girl,0,1923,,68
tt0014109,movie,The Saga of Gösta Berling,Gösta Berlings saga,0,1924,,183
tt0014142,movie,The Hunchback of Notre Dame,The Hunchback of Notre Dame,0,1923,,133
tt0014205,movie,Little Old New York,Little Old New York,0,1923,,110
tt0014341,movie,Our Hospitality,Our Hospitality,0,1923,,65
tt0014358,movie,The Pilgrim,The Pilgrim,0,1923,,47
tt0014417,movie,The Wheel,La roue,0,1923,,417
tt0014429,movie,Safety Last!,Safety Last!,0,1923,,74
tt0014532,movie,The Ten Commandments,The Ten Commandments,0,1923,,136
tt0014538,movie,Three Ages,Three Ages,0,1923,,63
tt0014586,movie,Waxworks,Das Wachsfigurenkabinett,0,1924,,107
tt0014611,movie,Why Worry?,Why Worry?,0,1923,,63
tt0014624,movie,A Woman of Paris: A Drama of Fate,A Woman of Paris: A Drama of Fate,0,1923,,82
tt0014646,movie,"Aelita, the Queen of Mars",Aelita,0,1924,,111
tt0014945,movie,Girl Shy,Girl Shy,0,1924,,87
tt0014972,movie,He Who Gets Slapped,He Who Gets Slapped,0,1924,,95
tt0015002,movie,Hot Water,Hot Water,0,1924,,53
tt0015016,movie,The Iron Horse,The Iron Horse,0,1924,,150
tt0015039,movie,Kino Eye,Kinoglaz,0,1924,,78
tt0015064,movie,The Last Laugh,Der letzte Mann,0,1924,,77
tt0015116,movie,Manhandled,Manhandled,0,1924,,75
tt0015119,movie,The Marriage Circle,The Marriage Circle,0,1924,,85
tt0015136,movie,Michael,Michael,0,1924,,93
tt0015163,movie,The Navigator,The Navigator,0,1924,,59
tt0015174,movie,Die Nibelungen: Kriemhild's Revenge,Die Nibelungen: Kriemhilds Rache,0,1924,,129
tt0015175,movie,Die Nibelungen: Siegfried,Die Nibelungen: Siegfried,0,1924,,143
tt0015202,movie,The Hands of Orlac,Orlacs Hände,0,1924,,92
tt0015214,movie,At 3:25,Paris qui dort,0,1925,,59
tt0015224,movie,Peter Pan,Peter Pan,0,1924,,105
tt0015324,movie,Sherlock Jr.,Sherlock Jr.,0,1924,,45
tt0015361,movie,Strike,Stachka,0,1925,,82
tt0015400,movie,The Thief of Bagdad,The Thief of Bagdad,0,1924,,155
tt0015532,movie,The Adventures of Prince Achmed,Die Abenteuer des Prinzen Achmed,0,1926,,80
tt0015624,movie,The Big Parade,The Big Parade,0,1925,,151
tt0015634,movie,Body and Soul,Body and Soul,0,1925,,102
tt0015648,movie,Battleship Potemkin,Bronenosets Potemkin,0,1925,,75
tt0015768,movie,Master of the House,Du skal ære din hustru,0,1925,,111
tt0015772,movie,The Eagle,The Eagle,0,1925,,73
tt0015841,movie,The Freshman,The Freshman,0,1925,,77
tt0015842,movie,The Joyless Street,Die freudlose Gasse,0,1925,,125
tt0015863,movie,Go West,Go West,0,1925,,69
tt0015864,movie,The Gold Rush,The Gold Rush,0,1925,,95
tt0015873,movie,Grass: A Nation's Battle for Life,Grass: A Nation's Battle for Life,0,1925,,71
tt0015881,movie,Greed,Greed,0,1924,,140
tt0016004,movie,Lady Windermere's Fan,Lady Windermere's Fan,0,1925,,120
tt0016029,movie,The Little Colonel,The Little Colonel,0,1935,,81
tt0016039,movie,The Lost World,The Lost World,0,1925,,110
tt0016104,movie,The Merry Widow,The Merry Widow,0,1925,,137
tt0016123,movie,The Monster,The Monster,0,1925,,86
tt0016220,movie,The Phantom of the Opera,The Phantom of the Opera,0,1925,,93
tt0016230,movie,The Pleasure Garden,The Pleasure Garden,0,1925,,75
tt0016332,movie,Seven Chances,Seven Chances,0,1925,,56
tt0016473,movie,The Unholy Three,The Unholy Three,0,1925,,86
tt0016481,movie,Variety,Varieté,0,1925,,104
tt0016544,movie,The Wizard of Oz,The Wizard of Oz,0,1925,,95
tt0016627,movie,Bardelys the Magnificent,Bardelys the Magnificent,0,1926,,90
tt0016630,movie,Battling Butler,Battling Butler,0,1926,,77
tt0016641,movie,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,0,1925,,143
tt0016654,movie,The Black Pirate,The Black Pirate,0,1926,,88
tt0016669,movie,La Bohème,La Bohème,0,1926,,95
tt0016690,movie,Brown of Harvard,Brown of Harvard,0,1926,,85
tt0016822,movie,Ella Cinders,Ella Cinders,0,1926,,75
tt0016847,movie,Faust,Faust: Eine deutsche Volkssage,0,1926,,107
tt0016884,movie,Flesh and the Devil,Flesh and the Devil,0,1926,,112
tt0016895,movie,For Heaven's Sake,For Heaven's Sake,0,1926,,58
tt0017048,movie,A Page of Madness,Kurutta ippêji,0,1926,,70
tt0017075,movie,The Lodger: A Story of the London Fog,The Lodger: A Story of the London Fog,0,1927,,92
tt0017128,movie,Mother,Mat,0,1926,,89
tt0017136,movie,Metropolis,Metropolis,0,1927,,153
tt0017271,movie,By the Law,Po zakonu,0,1926,,80
tt0017350,movie,The Scarlet Letter,The Scarlet Letter,0,1926,,115
tt0017416,movie,The Son of the Sheik,The Son of the Sheik,0,1926,,68
tt0017423,movie,Sparrows,Sparrows,0,1926,,109
tt0017448,movie,Tartuffe,Herr Tartüff,0,1925,,74
tt0017449,movie,The Temptress,The Temptress,0,1926,,62
tt0017463,movie,3 Bad Men,3 Bad Men,0,1926,,92
tt0017534,movie,West Point,West Point,0,1927,,95
tt0017668,movie,Berlin: Symphony of a Great City,Berlin - Die Sinfonie der Großstadt,0,1927,,65
tt0017739,movie,The Cat and the Canary,The Cat and the Canary,0,1927,,108
tt0017765,movie,College,College,0,1927,,66
tt0017825,movie,When Boys Leave Home,Downhill,0,1927,,80
tt0017843,movie,Easy Virtue,Easy Virtue,0,1927,,80
tt0017925,movie,The General,The General,0,1926,,67
tt0017961,movie,Happiness,Schaste,0,1935,,95
tt0018033,movie,It,It,0,1927,,72
tt0018037,movie,The Jazz Singer,The Jazz Singer,0,1927,,88
tt0018051,movie,The Kid Brother,The Kid Brother,0,1927,,82
tt0018054,movie,The King of Kings,The King of Kings,0,1927,,160
tt0018066,movie,The End of St. Petersburg,Konets Sankt-Peterburga,0,1927,,85
tt0018097,movie,London After Midnight,London After Midnight,0,1927,,69
tt0018107,movie,Love,Love,0,1927,,82
tt0018192,movie,Napoleon,Napoléon vu par Abel Gance,0,1927,,330
tt0018217,movie,October (Ten Days that Shook the World),Oktyabr,0,1927,,142
tt0018311,movie,The Red Mill,The Red Mill,0,1927,,74
tt0018328,movie,The Ring,The Ring,0,1927,,116
tt0018379,movie,7th Heaven,7th Heaven,0,1927,,110
tt0018440,movie,Spring Fever,Spring Fever,0,1927,,78
tt0018451,movie,The Student Prince in Old Heidelberg,The Student Prince in Old Heidelberg,0,1927,,106
tt0018455,movie,Sunrise,Sunrise: A Song of Two Humans,0,1927,,94
tt0018471,movie,Tell It to the Marines,Tell It to the Marines,0,1926,,103
tt0018505,movie,Bed and Sofa,Tretya meshchanskaya,0,1927,,86
tt0018515,movie,Two Arabian Knights,Two Arabian Knights,0,1927,,92
tt0018526,movie,Underworld,Underworld,0,1927,,80
tt0018528,movie,The Unknown,The Unknown,0,1927,,63
tt0018578,movie,Wings,Wings,0,1927,,144
tt0018618,movie,Across to Singapore,Across to Singapore,0,1928,,85
tt0018684,movie,Beggars of Life,Beggars of Life,0,1928,,100
tt0018737,movie,Pandora's Box,Die Büchse der Pandora,0,1929,,109
tt0018742,movie,The Cameraman,The Cameraman,0,1928,,76
tt0018756,movie,Champagne,Champagne,0,1928,,86
tt0018770,movie,The Fall of the House of Usher,La chute de la maison Usher,0,1928,,63
tt0018773,movie,The Circus,The Circus,0,1928,,72
tt0018806,movie,The Crowd,The Crowd,0,1928,,98
tt0018839,movie,The Docks of New York,The Docks of New York,0,1928,,76
tt0018876,movie,The Farmer's Wife,The Farmer's Wife,0,1928,,100
tt0019071,movie,The Last Command,The Last Command,0,1928,,88
tt0019074,movie,"Laugh, Clown, Laugh","Laugh, Clown, Laugh",0,1928,,73
tt0019109,movie,Lonesome,Lonesome,0,1928,,69
tt0019130,movie,The Man Who Laughs,The Man Who Laughs,0,1928,,110
tt0019195,movie,The Mysterious Lady,The Mysterious Lady,0,1928,,96
tt0019237,movie,Our Dancing Daughters,Our Dancing Daughters,0,1928,,85
tt0019254,movie,The Passion of Joan of Arc,La passion de Jeanne d'Arc,0,1928,,110
tt0019258,movie,The Patsy,The Patsy,0,1928,,78
tt0019286,movie,Storm Over Asia,Potomok Chingis-Khana,0,1928,,127
tt0019304,movie,The Racket,The Racket,0,1928,,84
tt0019344,movie,Sadie Thompson,Sadie Thompson,0,1928,,97
tt0019379,movie,Show People,Show People,0,1928,,83
tt0019400,movie,The Smart Set,The Smart Set,0,1928,,80
tt0019412,movie,Speedy,Speedy,0,1928,,85
tt0019415,movie,Spies,Spione,0,1928,,150
tt0019421,movie,"Steamboat Bill, Jr.","Steamboat Bill, Jr.",0,1928,,70
tt0019429,movie,Street Angel,Street Angel,0,1928,,102
tt0019558,movie,The Wedding March,The Wedding March,0,1928,,113
tt0019563,movie,West of Zanzibar,West of Zanzibar,0,1928,,65
tt0019585,movie,The Wind,The Wind,0,1928,,95
tt0019591,movie,A Woman of Affairs,A Woman of Affairs,0,1928,,98
tt0019644,movie,Applause,Applause,0,1929,,80
tt0019646,movie,L'Argent,L'argent,0,1928,,195
tt0019649,movie,Arsenal,Arsenal,0,1929,,93
tt0019655,movie,Asphalt,Asphalt,0,1929,,90
tt0019702,movie,Blackmail,Blackmail,0,1929,,85
tt0019729,movie,The Broadway Melody,The Broadway Melody,0,1929,,100
tt0019735,movie,Bulldog Drummond,Bulldog Drummond,0,1929,,90
tt0019760,movie,Man with a Movie Camera,Chelovek s kino-apparatom,0,1929,,68
tt0019777,movie,The Cocoanuts,The Cocoanuts,0,1929,,96
tt0019788,movie,Coquette,Coquette,0,1929,,76
tt0019811,movie,Desert Nights,Desert Nights,0,1929,,62
tt0019823,movie,Disraeli,Disraeli,0,1929,,90
tt0019901,movie,Woman in the Moon,Frau im Mond,0,1929,,156
tt0019959,movie,Hallelujah,Hallelujah,0,1929,,109
tt0019993,movie,The Hollywood Revue of 1929,The Hollywood Revue of 1929,0,1929,,130
tt0020018,movie,In Old Arizona,In Old Arizona,0,1928,,95
tt0020030,movie,The Iron Mask,The Iron Mask,0,1929,,95
tt0020062,movie,The Kiss,The Kiss,0,1929,,62
tt0020112,movie,The Love Parade,The Love Parade,0,1929,,107
tt0020122,movie,Lucky Star,Lucky Star,0,1929,,100
tt0020142,movie,The Manxman,The Manxman,0,1929,,110
tt0020143,movie,Marianne,Marianne,0,1929,,111
tt0020163,movie,People on Sunday,Menschen am Sonntag,0,1930,,73
tt0020269,movie,Piccadilly,Piccadilly,0,1929,,92
tt0020298,movie,Queen Kelly,Queen Kelly,0,1932,,101
tt0020442,movie,Spite Marriage,Spite Marriage,0,1929,,76
tt0020451,movie,Old and New,Staroye i novoye,0,1929,,121
tt0020475,movie,Diary of a Lost Girl,Tagebuch einer Verlorenen,0,1929,,104
tt0020514,movie,The Trespasser,The Trespasser,0,1929,,90
tt0020620,movie,Abraham Lincoln,Abraham Lincoln,0,1930,,96
tt0020629,movie,All Quiet on the Western Front,All Quiet on the Western Front,0,1930,,152
tt0020640,movie,Animal Crackers,Animal Crackers,0,1930,,97
tt0020641,movie,Anna Christie,Anna Christie,0,1930,,89
tt0020686,movie,The Big House,The Big House,0,1930,,87
tt0020691,movie,The Big Trail,The Big Trail,0,1930,,125
tt0020697,movie,The Blue Angel,Der blaue Engel,0,1930,,104
tt0020768,movie,City Girl,City Girl,0,1930,,77
tt0020793,movie,Escape from Dartmoor,A Cottage on Dartmoor,0,1929,,88
tt0020815,movie,The Dawn Patrol,The Dawn Patrol,0,1930,,108
tt0020827,movie,The Divorcee,The Divorcee,0,1930,,84
tt0020836,movie,The Doorway to Hell,The Doorway to Hell,0,1930,,78
tt0020876,movie,Feet First,Feet First,0,1930,,93
tt0020891,movie,The Florodora Girl,The Florodora Girl,0,1930,,79
tt0020960,movie,Hell's Angels,Hell's Angels,0,1930,,127
tt0021015,movie,Juno and the Paycock,Juno and the Paycock,0,1929,,85
tt0021025,movie,King of Jazz,King of Jazz,0,1930,,99
tt0021040,movie,Ladies of Leisure,Ladies of Leisure,0,1930,,99
tt0021079,movie,Little Caesar,Little Caesar,0,1931,,79
tt0021106,movie,Madam Satan,Madam Satan,0,1930,,116
tt0021148,movie,Min and Bill,Min and Bill,0,1930,,69
tt0021153,movie,Monte Carlo,Monte Carlo,0,1930,,90
tt0021156,movie,Morocco,Morocco,0,1930,,92
tt0021165,movie,Murder!,Murder!,0,1930,,104
tt0021189,movie,Not So Dumb,Not So Dumb,0,1930,,76
tt0021309,movie,The Story of the Fox,Le roman de Renard,0,1937,,63
tt0021331,movie,The Blood of a Poet,Le sang d'un poète,0,1932,,55
tt0021409,movie,Under the Roofs of Paris,Sous les toits de Paris,0,1930,,96
tt0021505,movie,The Unholy Three,The Unholy Three,0,1930,,72
tt0021508,movie,Up the River,Up the River,0,1930,,92
tt0021542,movie,Westfront 1918,Westfront 1918: Vier von der Infanterie,0,1930,,75
tt0021549,movie,Whoopee!,Whoopee!,0,1930,,93
tt0021571,movie,Earth,Zemlya,0,1930,,75
tt0021577,movie,L'Age d'Or,L'âge d'or,0,1930,,60
tt0021622,movie,Arrowsmith,Arrowsmith,0,1931,,108
tt0021633,movie,The Bachelor Father,The Bachelor Father,0,1931,,90
tt0021635,movie,Bad Girl,Bad Girl,0,1931,,90
tt0021636,movie,Bad Sister,Bad Sister,0,1931,,68
tt0021668,movie,The Black Camel,The Black Camel,0,1931,,71
tt0021673,movie,Blonde Crazy,Blonde Crazy,0,1931,,79
tt0021730,movie,The Champ,The Champ,0,1931,,86
tt0021739,movie,La Chienne,La chienne,0,1931,,91
tt0021746,movie,Cimarron,Cimarron,0,1931,,123
tt0021749,movie,City Lights,City Lights,0,1931,,87
tt0021750,movie,City Streets,City Streets,0,1931,,83
tt0021770,movie,The Criminal Code,The Criminal Code,0,1930,,97
tt0021778,movie,"Dance, Fools, Dance","Dance, Fools, Dance",0,1931,,80
tt0021800,movie,Dishonored,Dishonored,0,1931,,91
tt0021814,movie,Dracula,Dracula,0,1931,,75
tt0021815,movie,Drácula,Drácula,0,1931,,104
tt0021818,movie,The 3 Penny Opera,Die 3 Groschen-Oper,0,1931,,112
tt0021873,movie,Five Star Final,Five Star Final,0,1931,,89
tt0021874,movie,Five and Ten,Five and Ten,0,1931,,89
tt0021884,movie,Frankenstein,Frankenstein,0,1931,,70
tt0021885,movie,A Free Soul,A Free Soul,0,1931,,93
tt0021890,movie,The Front Page,The Front Page,0,1931,,101
tt0021985,movie,"Hyppolit, the Butler",Hyppolit a lakáj,0,1931,,72
tt0021992,movie,Illicit,Illicit,0,1931,,79
tt0022000,movie,Indiscreet,Indiscreet,0,1931,,92
tt0022017,movie,Comradeship,Kameradschaft,0,1931,,93
tt0022054,movie,The Last Flight,The Last Flight,0,1931,,76
tt0022074,movie,The Smiling Lieutenant,The Smiling Lieutenant,0,1931,,93
tt0022080,movie,Limit,Limite,0,1931,,114
tt0022100,movie,M,M - Eine Stadt sucht einen Mörder,0,1931,,117
tt0022111,movie,The Maltese Falcon,The Maltese Falcon,0,1931,,80
tt0022125,movie,Marius,Marius,0,1931,,130
tt0022150,movie,Le Million,Le million,0,1931,,91
tt0022153,movie,The Miracle Woman,The Miracle Woman,0,1931,,90
tt0022158,movie,Monkey Business,Monkey Business,0,1931,,77
tt0022183,movie,Mädchen in Uniform,Mädchen in Uniform,0,1931,,88
tt0022208,movie,Night Nurse,Night Nurse,0,1931,,72
tt0022236,movie,Other Men's Women,Other Men's Women,0,1931,,71
tt0022251,movie,Pardon Us,Pardon Us,0,1931,,56
tt0022264,movie,The Phantom of Paris,The Phantom of Paris,0,1931,,74
tt0022268,movie,Platinum Blonde,Platinum Blonde,0,1931,,89
tt0022276,movie,Possessed,Possessed,0,1931,,76
tt0022279,movie,Private Lives,Private Lives,0,1931,,84
tt0022286,movie,The Public Enemy,The Public Enemy,0,1931,,83
tt0022335,movie,Safe in Hell,Safe in Hell,0,1931,,73
tt0022395,movie,The Skin Game,The Skin Game,0,1931,,85
tt0022403,movie,Smart Money,Smart Money,0,1931,,81
tt0022436,movie,Street Scene,Street Scene,0,1931,,80
tt0022453,movie,Susan Lenox (Her Fall and Rise),Susan Lenox (Her Fall and Rise),0,1931,,76
tt0022454,movie,Svengali,Svengali,0,1931,,81
tt0022458,movie,Tabu: A Story of the South Seas,Tabu: A Story of the South Seas,0,1931,,86
tt0022485,movie,Tokyo Chorus,Tôkyô no kôrasu,0,1931,,90
tt0022489,movie,Tonight or Never,Tonight or Never,0,1931,,80
tt0022550,movie,Waterloo Bridge,Waterloo Bridge,0,1931,,81
tt0022599,movie,À Nous la Liberté,À nous la liberté,0,1931,,104
tt0022626,movie,American Madness,American Madness,0,1932,,75
tt0022628,movie,The Animal Kingdom,The Animal Kingdom,0,1932,,85
tt0022639,movie,Arsène Lupin,Arsène Lupin,0,1932,,84
tt0022660,movie,The Beast of the City,The Beast of the City,0,1932,,86
tt0022685,movie,A Bill of Divorcement,A Bill of Divorcement,0,1932,,70
tt0022689,movie,Bird of Paradise,Bird of Paradise,0,1932,,80
tt0022694,movie,The Blue Light,Das blaue Licht - Eine Berglegende aus den Dolomiten,0,1932,,85
tt0022698,movie,Blonde Venus,Blonde Venus,0,1932,,93
tt0022700,movie,Blondie of the Follies,Blondie of the Follies,0,1932,,91
tt0022718,movie,Boudu Saved from Drowning,Boudu sauvé des eaux,0,1932,,85
tt0022725,movie,Broken Lullaby,Broken Lullaby,0,1932,,76
tt0022735,movie,The Cabin in the Cotton,The Cabin in the Cotton,0,1932,,78
tt0022753,movie,Chandu the Magician,Chandu the Magician,0,1932,,71
tt0022787,movie,Wooden Crosses,Les croix de bois,0,1932,,115
tt0022792,movie,The Crowd Roars,The Crowd Roars,0,1932,,85
tt0022802,movie,The Dark Horse,The Dark Horse,0,1932,,75
tt0022827,movie,Doctor X,Doctor X,0,1932,,76
tt0022834,movie,Downstairs,Downstairs,0,1932,,77
tt0022835,movie,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1931,,98
tt0022867,movie,Ecstasy,Ekstase,0,1933,,82
tt0022877,movie,Fanny,Fanny,0,1932,,140
tt0022879,movie,A Farewell to Arms,A Farewell to Arms,0,1932,,80
tt0022905,movie,Forbidden,Forbidden,0,1932,,85
tt0022913,movie,Freaks,Freaks,0,1932,,64
tt0022958,movie,Grand Hotel,Grand Hotel,0,1932,,112
tt0022991,movie,Hell's House,Hell's House,0,1932,,72
tt0023027,movie,Horse Feathers,Horse Feathers,0,1932,,68
tt0023028,movie,Hot Saturday,Hot Saturday,0,1932,,73
tt0023042,movie,I Am a Fugitive from a Chain Gang,I Am a Fugitive from a Chain Gang,0,1932,,92
tt0023049,movie,If I Had a Million,If I Had a Million,0,1932,,88
tt0023074,movie,Jewel Robbery,Jewel Robbery,0,1932,,68
tt0023158,movie,Love Me Tonight,Love Me Tonight,0,1932,,104
tt0023181,movie,The Man Who Played God,The Man Who Played God,0,1932,,80
tt0023194,movie,The Mask of Fu Manchu,The Mask of Fu Manchu,0,1932,,68
tt0023196,movie,Mata Hari,Mata Hari,0,1931,,89
tt0023213,movie,Merrily We Go to Hell,Merrily We Go to Hell,0,1932,,83
tt0023225,movie,Million Dollar Legs,Million Dollar Legs,0,1932,,64
tt0023238,movie,The Most Dangerous Game,The Most Dangerous Game,0,1932,,63
tt0023241,movie,Movie Crazy,Movie Crazy,0,1932,,84
tt0023245,movie,The Mummy,The Mummy,0,1932,,73
tt0023249,movie,Murders in the Rue Morgue,Murders in the Rue Morgue,0,1932,,61
tt0023277,movie,No Man of Her Own,No Man of Her Own,0,1932,,85
tt0023285,movie,Number 17,Number Seventeen,0,1932,,66
tt0023293,movie,The Old Dark House,The Old Dark House,0,1932,,72
tt0023303,movie,One Hour with You,One Hour with You,0,1932,,78
tt0023305,movie,One Way Passage,One Way Passage,0,1932,,67
tt0023312,movie,Pack Up Your Troubles,Pack Up Your Troubles,0,1932,,68
tt0023327,movie,Penguin Pool Murder,Penguin Pool Murder,0,1932,,70
tt0023349,movie,Polly of the Circus,Polly of the Circus,0,1932,,69
tt0023362,movie,The Purchase Price,The Purchase Price,0,1932,,68
tt0023369,movie,Rain,Rain,0,1932,,94
tt0023374,movie,Rasputin and the Empress,Rasputin and the Empress,0,1932,,121
tt0023382,movie,Red Dust,Red Dust,0,1932,,83
tt0023385,movie,Red-Headed Woman,Red-Headed Woman,0,1932,,79
tt0023394,movie,The Rich Are Always with Us,The Rich Are Always with Us,0,1932,,71
tt0023395,movie,East of Shanghai,Rich and Strange,0,1931,,110
tt0023427,movie,Scarface,Scarface,0,1932,,93
tt0023458,movie,Shanghai Express,Shanghai Express,0,1932,,82
tt0023470,movie,The Sign of the Cross,The Sign of the Cross,0,1932,,125
tt0023488,movie,Smilin' Through,Smilin' Through,0,1932,,98
tt0023491,movie,So Big!,So Big!,0,1932,,81
tt0023498,movie,Speak Easily,Speak Easily,0,1932,,82
tt0023551,movie,Tarzan the Ape Man,Tarzan the Ape Man,0,1932,,100
tt0023556,movie,Taxi,Taxi!,0,1931,,69
tt0023563,movie,The Testament of Dr. Mabuse,Das Testament des Dr. Mabuse,0,1933,,122
tt0023582,movie,Thirteen Women,Thirteen Women,0,1932,,73
tt0023590,movie,Three on a Match,Three on a Match,0,1932,,63
tt0023622,movie,Trouble in Paradise,Trouble in Paradise,0,1932,,83
tt0023629,movie,Two Seconds,Two Seconds,0,1932,,67
tt0023634,movie,"I Was Born, But...",Otona no miru ehon - Umarete wa mita keredo,0,1932,,100
tt0023649,movie,Vampyr,Vampyr,0,1932,,75
